,val_loss,val_acc,train_loss,train_acc
37,0.030024553717603476,0.9922,0.014349126554916923,0.9955
38,0.03753884016208233,0.9927,0.015072437916665028,0.9953666666666666
39,0.031065950234694172,0.9912,0.016054744405326588,0.9948833333015442
40,0.03150995826015087,0.9914,0.015332941543869674,0.99545
41,0.03348089426610332,0.9916,0.013899355647720707,0.9956666666666667
42,0.0318227070902489,0.993,0.01312976502465705,0.9957833333651225
43,0.03533655536855388,0.9924,0.013994221534882672,0.9959333333333333
44,0.03867585727770188,0.991,0.013116259655922962,0.9959666666666667
45,0.03043421200696489,0.9923,0.01312113551912674,0.9959
46,0.033026909430693606,0.9918,0.012738939988613128,0.9957666666348776
47,0.030757317064842596,0.9926,0.013164540567613828,0.9958833333333333
48,0.030394245236619145,0.9923,0.013082487300969661,0.9957833333333334
49,0.039710726972170256,0.9918,0.01211020776713267,0.99625
50,0.03486692037600846,0.9929,0.012366656137521689,0.9958833333333333
51,0.029768587082373232,0.9914,0.012282675905156066,0.9960333333015442
52,0.035999319784647585,0.9923,0.012620120723933603,0.9959333333333333
53,0.031810388041443205,0.9926,0.012228845309510749,0.9958666666666667
54,0.03131303855799854,0.9926,0.010996402695718764,0.9963833333333333
55,0.029750549201203694,0.9926,0.012026982233828554,0.9964666666666666
56,0.03215318884999399,0.9927,0.011422488581528887,0.9962999999682108
57,0.03172048428377968,0.9926,0.009856159847571204,0.9966833333333334
58,0.035220766213367234,0.9926,0.009856979871172613,0.9966833333333334
59,0.039233011512850156,0.9918,0.011517293095286004,0.9963166666666666
60,0.02935844707042745,0.9919,0.011553574621924781,0.9963666666666666
61,0.03300802069069507,0.9933,0.01033016375999529,0.9968333333651225
62,0.027451040002393394,0.993,0.011115766215669768,0.99655
63,0.02850789940067955,0.9932,0.009978601242292402,0.9969666666666667
64,0.02841177190492583,0.9931,0.00842161910100064,0.9973166666348775
65,0.03413488719024501,0.9928,0.009272843667930767,0.99715
66,0.03618702526194195,0.9928,0.009179501382727176,0.9972166666666666
67,0.03811645127884624,0.9927,0.008835721184449115,0.99735
68,0.03518674583266386,0.993,0.007767574294148168,0.9974166666666666
69,0.032166834038319415,0.9924,0.00911426817694058,0.9969166666666667
70,0.03389084625647358,0.9937,0.008934216885133841,0.9973166666666666
71,0.030535427524451028,0.9928,0.007720796306616588,0.9975166666348775
72,0.029800471771193066,0.9935,0.008209839060903565,0.9973333333015442
73,0.03389181397872601,0.9922,0.009219877758303968,0.99705
74,0.03758410101957236,0.9927,0.008493126831302652,0.9972833333333333
75,0.03477630231082696,0.9928,0.008008492049206204,0.99735
76,0.036685504599102046,0.9928,0.008676299256491863,0.9971333333333333
77,0.03209495234719509,0.9924,0.0084168152636829,0.9975333333015441
78,0.03757609461724608,0.9919,0.007985446595326842,0.9976833333015442
79,0.03596425164107116,0.9925,0.007922239751823388,0.9974666666666666
80,0.03148748608327153,0.9934,0.007105791029840475,0.9976666666666667
81,0.0320253958838179,0.9934,0.00732141476474826,0.9975333333333334
82,0.037024597683384695,0.9926,0.006668209163594292,0.9978833333333333
83,0.030250390404559242,0.9921,0.006018251018371181,0.9981666666348775
84,0.03301311128147011,0.993,0.006255053517140671,0.9980166666666667
85,0.04016663051399466,0.9929,0.006077806463934151,0.9981333333333333
86,0.034967646746462584,0.9919,0.006851182058735139,0.99795
87,0.0367089311552427,0.9928,0.0068082262698560955,0.9979166666666667
88,0.034413541466288576,0.993,0.006839490461499857,0.9977833333015442
89,0.036521554010470414,0.9927,0.006785761298976528,0.99755
90,0.03070400855441005,0.9931,0.006488409071144027,0.9980166666666667
91,0.034248932940619696,0.9943,0.007390212171032424,0.9979333333333333
92,0.03625987117535935,0.9928,0.006469994249080264,0.9978
93,0.03655257970382866,0.9916,0.0068623342732909804,0.9975666666666667
94,0.03347845533974962,0.9939,0.0061772719412622485,0.9976833333333334
95,0.03901892773203747,0.9931,0.006322742914218058,0.9978666666666667
96,0.03526247818753475,0.9933,0.006668206787772457,0.99785
97,0.04063063064565142,0.9934,0.004682038984676425,0.9984333333333333
98,0.03805842794373314,0.9936,0.004844709378725868,0.9985666666666667
99,0.039861418505619646,0.9932,0.006192839256685087,0.9979333333333333
